id,Labels,Targets
1525429304854622209,0,
1518890584726917120,0,
1523327473684934659,1,2
1521014637222785024,0,
1522523229675425793,0,
1522120773208788992,0,
1525743243756941312,0,
1523981320548134915,0,
1520031957547053057,0,
1526217716771610630,0,
1523312410689343488,0,
1521714255673790464,0,
1524602746015731712,0,
1521862514929463297,0,
1521083883277619202,0,
1520767995832061953,0,
1522231670421987328,0,
1520662749118070784,0,
1524034879297449984,0,
1522137645979435008,0,
1522230739814993926,1,2
1521465313556299776,0,
1518800245991243776,0,
1524686703633387521,0,
1525296487332462592,0,
1526960534230380550,0,
1522178111961702400,1,2
1526179134480691200,0,
1520371900433965057,0,
1526942624069718016,0,
1522206098882961410,0,
1525427268834979840,0,
1526415601081942016,0,
1522775747802595328,1,2
1522989324748218369,1,1
1522167813590614023,0,
1524772339153469442,0,
1521886230228570117,0,
1525850174157115392,0,
1520778468639731713,0,
1522561043783831552,0,
1522166684966178819,0,
1522187438697086976,1,2
1525688882708512768,0,
1522608969440980992,0,
1525323695018975233,1,2
1525878799807696899,0,
1521075456010702849,0,
1518832311944556544,0,
1525457241649782784,0,
1525297125348691968,0,
1523663024204427265,1,2
1520995888717766657,0,
1524952316302225408,0,
1521844056254390279,0,
1525452598106435585,0,
1519262796038295552,0,
1525888499047616512,0,
1525833719616983041,0,
1523267760473714688,0,
1523286538745831424,0,
1520559566647443456,0,
1518531240500301824,0,
1526449987441332227,0,
1526967340193107969,0,
1518527549072191488,0,
1520436605026144256,0,
1525146929050447873,0,
1522788960657092608,0,
1526579390796075008,0,
1525837272863879169,0,
1524284473507860480,0,
1525307491420020737,1,1
1521456268816396288,0,
1525109023653056513,0,
1520608083369938944,1,1
1521083131939368960,0,
1526222425242750977,0,
1521397848822087680,0,
1526949091766247424,0,
1522800820705972224,0,
1524048019422855168,0,
1523505855013871622,0,
1521486431591485444,0,
1525720763075989506,0,
1526638463692509184,0,
1520606477190594564,1,1
1523581746209783809,0,
1522961742607056898,1,2
1525421828855853056,0,
1518896119237193729,0,
1525059889634377734,0,
1522786708877561856,0,
1522811138328580096,0,
1521487101212205056,0,
1524984540120420352,1,1
1521679035977592837,0,
1522522344467566592,0,
1526943277840117760,0,
1518801296601788417,0,
1524422941035085824,1,1
1519292791175716867,0,
1525785533729107969,0,
1525386709315497986,0,
1523301250388832257,0,
1523635675001933824,0,
1522793280203005952,1,1
1519283454625849349,0,
1525396307690803201,0,
1525453894683283456,0,
1520580064362250241,0,
1526948913042796544,0,
1526856217154715648,0,
1524934008982761472,0,
1522167559529046016,0,
1525829212695072768,0,
1522066476769112064,0,
1522858644194611200,0,
1523958022707748865,0,
1521531166461165568,0,
1526594006364196864,0,
1525452674237632512,0,
1525351781923926016,0,
1523176995571613696,0,
1524017278806675457,0,
1521438446308716544,0,
1526904967738834944,0,
1522557028798922752,0,
1524022401301979144,0,
1524060492519870465,0,
1522949453677666304,0,
1526882191221100547,1,1
1525654539969662976,0,
1526598267341094914,0,
1518477626196692994,0,
1523639251828629511,1,1
1518856382761648129,0,
1523541757580890112,0,
1525146314035580933,0,
1523185387228725248,1,3
1518595618607812608,1,1
1518392279563923456,0,
1524952061733130240,0,
1526605749937397760,0,
1519373893651337220,0,
1525368284354588673,0,
1526975753010700288,0,
1525279508906987521,0,
1521293033949466625,0,
1522963052123066368,0,
1.52E+18,0,
1524040009992613888,0,
1522615020311392257,0,
1518529630936137733,0,
1522930348446814208,0,
1525829591046443009,0,
1522032150530641920,0,
1523264729875357697,0,
1526515046201049088,0,
1522561510685302786,0,
1519286377715691521,0,
1524924374973050880,0,
1526161388347232261,0,
1521753236331450368,0,
1526399930515996673,0,
1523903090109259777,0,
1525849900352610304,0,
1522199442551500800,0,
1526146424458838016,1,2
1526082840844435456,0,
1518773132278251520,0,
1523988651562045442,0,
1522909361106227200,0,
1518874343211933697,0,
1520786617073827840,1,2
1525902585458311168,0,
1524371128554508289,0,
1524255923790884866,0,
1524756982493704193,0,
1524406463002673153,1,2
1520435417258074112,1,1
1521796619024408576,0,
1526888194461077504,0,
1518399050563067904,0,
1526924047866470401,0,
1524772407566737408,0,
1518526286708486144,0,
1525325451711119360,0,
1524758494502862849,0,
1525108280544047105,0,
1526951078356729857,0,
1524040714166112257,1,2
1524957080448139264,0,
1520996032842465280,0,
1520574543298916352,0,
1521675018245066752,0,
1517845250705821697,0,
1526972807506034688,0,
1523319372302802945,0,
1523325098358308864,0,
1518499817596796928,0,
1516377846230687744,0,
1519128705209151489,0,
1526199946520604672,0,
1523526203822739456,0,
1522886118253146112,1,2
1520628683354132481,0,
1523519933648228352,0,
1524958817200795648,1,3
1525880202076770304,0,
1526735451586842625,0,
1522848011851816961,0,
1526170271455268865,0,
1522858379772895232,0,
1526799834057183232,1,2
1525434856498466816,0,
1526861986575044609,0,
1522162408977944576,0,
1520997547409494016,1,1
1520635550109077505,0,
1520804260270964736,0,
1518589323985121280,0,
1523176583728488448,0,
1518479429189902342,0,
1524788263269314560,0,
1521125792268587010,0,
1523306214511194114,0,
1520784940660830208,0,
1524798728632033284,1,1
1520431097544429569,0,
1525478262708662272,0,
1522834774368264192,0,
1525844580998213632,0,
1520926429026095104,0,
1525481837543444481,0,
1525119834639540224,0,
1522562461668421632,0,
1525831608879570944,0,
1520471183539326977,1,2
1516949990353952768,0,
1522776704338567170,0,
1526766750674857984,0,
1519335532131946497,0,
1526585012828577792,1,2
1526831241710157824,0,
1522103704253603840,0,
1521081104920621056,0,
1520809116507471872,0,
1522516571993694208,1,2
1525489824794550272,0,
1526934018649825281,0,
1518816215833411584,0,
1526204275746959360,0,
1523262448983179264,0,
1522517253509742592,0,
1525888648222486528,0,
1526517718484066305,1,2
1524407433291919361,0,
1525837965335097344,0,
1525293348315009024,0,
1525431472345202688,1,2
1522808579887345666,0,
1523553215630872579,0,
1521129774759907329,1,3
1524960690296893440,0,
1521063949944434689,0,
1520598951791308800,0,
1524949240371216384,0,
1524010338496421889,0,
1523632210108059649,0,
1522949227109765120,0,
1525791175268921344,0,
1522022825489760256,0,
1523153660905107458,0,
1524970111937187845,0,
1523639165769842688,0,
1519544907220025344,0,
1523268286473207808,0,
1525771224411844609,0,
1522249644067409920,1,1
1526170818643759105,1,1
1522173670466400257,0,
1526576903204704257,0,
1522896399666671616,0,
1525356160165224448,0,
1522812203635965952,0,
1518208250994655232,0,
1520622421304561665,0,
1523502998600658945,0,
1525875171671920643,0,
1526084415436120064,0,
1524608531835498496,0,
1522170492639395840,0,
1526005468405063681,0,
1516799305964736516,1,1
1523611021717344256,0,
1521139847238275072,0,
1520639197937541123,0,
1518483850972000257,1,1
1526968072015609856,0,
1518558788684460032,0,
1523506542670233600,0,
1520356914315599872,0,
1525429981941075968,0,
1521128609406386176,0,
1526941891819933696,0,
1520087564635435008,0,
1524637827580919808,0,
1523587005141364736,0,
1526591682933936130,0,
1521506967331606528,0,
1525125148033986562,0,
1521525152537714688,0,
1521442253453275137,0,
1522184796998606849,0,
1525523506137804806,0,
1526557968648785921,0,
1521102332808728576,0,
1524765694901981184,0,
1525467970352586752,0,
1520029767226904577,0,
1525306103151464448,0,
1518613097829011456,0,
1518165561485983744,0,
1526888183279255552,0,
1525357997618126848,0,
1525894426203127810,0,
1520339166231695360,0,
1524771438909034501,1,1
1524223606514851846,0,
1519156922343165952,0,
1523334111553003520,0,
1520976763265986560,0,
1522124856925749248,0,
1519147892358930436,0,
1526945009207246848,0,
1524338285916848129,0,
1521500477308948481,0,
1516837524228145154,0,
1524748579579260929,0,
1519316697349509120,0,
1524742004608880640,0,
1521664051092201472,0,
1520567659707908096,0,
1521463290202759169,0,
1526177258859540480,0,
1520104243763417088,0,
1526113995576467461,0,
1522803085550055424,0,
1524963970448171008,0,
1526933986970599424,0,
1521827587114561536,0,
1518858647459139584,0,
1522178011080314882,1,1
1526147329535123456,0,
1523605474725163009,0,
1521817463205163009,0,
1524261690052734976,0,
1526944191418626054,0,
1520659376469647362,0,
1526209043127160835,0,
1523179161900126210,0,
1524314564019601408,1,2
1524759104979632129,0,
1521849635215937537,0,
1522108485856825344,0,
1518773977669582848,0,
1520029676676481024,0,
1523550114962296832,0,
1526168169198637058,0,
1521096689666641920,1,1
1524775358045638657,0,
1519221244713123841,0,
1526913726699384833,0,
1524702114790129665,1,2
1521517094742884353,0,
1526109466814730240,0,
1525488863778525184,0,
1525159007215919106,0,
1525426535343063040,0,
1526987084938252288,0,
1526460940996456448,0,
1522774706755371008,0,
1523556078289825792,1,2
1522979215058309126,0,
1523980071979024384,0,
1522799335724908546,0,
1521419999096623104,0,
1525326815933263872,0,
1525157838146121728,0,
1523201361948852224,0,
1526527446828601344,0,
1522975271233929216,0,
1523859261776068608,0,
1522878995439697922,0,
1526482114467639296,0,
1522977410257686531,0,
1522181638796771328,0,
1519664510566821888,0,
1525845270927265792,0,
1519257330273071104,0,
1524748479897108480,0,
1526068373854883840,0,
1523222271082438656,0,
1524940087343063040,0,
1522655132244234242,1,1
1520300012496113664,0,
1522980670875725829,0,
1516774099338788866,0,
1525873522827927552,0,
1522554278438932482,0,
1525147642376114177,0,
1525189104018808832,1,1
1526509291154579456,1,2
1522352828052021248,0,
1523101505129107456,0,
1521030288784064512,0,
1523684692511272960,0,
1525549246614843393,0,
1526202474402418689,0,
1526443915389599750,0,
1521849416528789506,0,
1523511130181619713,0,
1524927425598980096,0,
1526921347821195268,0,
1526952061631594497,1,1
1525383020479295489,0,
1522825925083033600,0,
1521036504939831300,0,
1524576868262850560,0,
1526830211177672705,0,
1524335884568465408,1,3
1525837291406516224,0,
1526176609325047808,0,
1523237584872550400,0,
1526801033246416896,0,
1523490895487586306,0,
1526573354945130497,1,3
1520196009099513857,1,2
1523256147410841600,0,
1521070692636241921,0,
1523674098185826304,0,
1524297065077309440,0,
1522217281706930177,0,
1525097027515961345,0,
1518399560372322304,0,
1521384749310562304,0,
1522445815108624384,0,
1522406153459621888,0,
1519313368271945728,0,
1522231764659621891,1,2
1521282956060688385,0,
1524012241179316224,1,1
1525333605601316864,0,
1526814548405407745,0,
1521031295799021573,0,
1525769555754119168,0,
1525441605833936896,0,
1526868406909435904,0,
1525324865791594496,0,
1524962303573397504,0,
1526195806423855105,0,
1525273346866176000,0,
1523255098054692865,0,
1523965595502661632,0,
1522172913050284032,0,
1520589667078672384,0,
1520647959452413952,0,
1524220073619075073,0,
1522188277394010112,0,
1522532254202744832,0,
1520730987264495617,0,
1525862267450966018,0,
1522440845588197378,0,
1524305071126855680,0,
1522179454415425536,0,
1523293501949038592,0,
1525298041762500609,0,
1520030183188836356,0,
1523937051560878085,0,
1525770584122339328,0,
1525214059913572352,0,
1525394335688454144,0,
1524977321069146113,0,
1523273610776903682,0,
1523625149274017793,0,
1526950024759812102,0,
1526140923734020096,0,
1524363524180381696,0,
1526150438319714304,0,
1521870534652399616,0,
1524774171581943808,0,
1518500912188522497,0,
1518617966505562118,0,
1525714062574616576,0,
1525828131264770048,0,
1522973521604870144,0,
1523308075712606210,0,
1526942476237701126,0,
1522590030803660809,0,
1525846518665977857,0,
1522747387588259840,0,
1525004220125958145,0,
1525303264714993666,0,
1526957241227698178,0,
1525110837270044675,0,
1522617208962093056,0,
1524711849169604609,0,
1520261098506571776,0,
1524184446622068736,0,
1522193652553973762,0,
1525832857960468482,0,
1520633950539960320,0,
1526206506555027456,1,2
1519136532007124992,0,
1518595486608805888,0,
1520602407562276865,0,
1522016251714752514,0,
1525452544570368001,0,
1525738748327374848,0,
1526496048658583552,0,
1526922729160462336,0,
1518892920518062081,0,
1524252147419729920,0,
1526541562418561026,0,
1523635345304129536,0,
1518543745373073408,0,
1522192168622129152,0,
1525313080829558784,0,
1522944367295893504,0,
1525777302940176384,0,
1526580373349535745,0,
1526944532625080323,0,
1522916915789713410,0,
1525336658320601088,0,
1516369702955937794,0,
1523537890101415936,0,
1525830670647382016,0,
1524755916129976321,0,
1523307116341395461,0,
1517442457214287872,0,
1522706611902423040,0,
1518521656377212928,0,
1525860030725369856,0,
1523196048834920448,0,
1524422993858134016,0,
1524210819525132288,0,
1521157805566087168,1,3
1525825938881060864,0,
1522451804419936261,0,
1525331660786790400,0,
1525374823500697601,0,
1526211977714061318,0,
1526767346010173440,0,
1525288095570366464,0,
1524032293706375179,0,
1518643493236711424,0,
1522887651262885888,0,
1524705638487511040,1,2
1522196966348058625,0,
1526153174507474944,0,
1525455356234956803,0,
1526888680824000513,0,
1522851775732228097,0,
1523273251970949120,0,
1522584156089516033,0,
1524686494736076800,0,
1522074110083612672,1,2
1518824044363083776,0,
1526557474848907264,0,
1522798432246964225,0,
1521551520135020544,0,
1526563294953320453,0,
1522738175017627648,0,
1524958316535087104,0,
1522956906700021761,0,
1524419163422609415,0,
1525822235973677056,0,
1522541548654645248,0,
1526515534837055488,0,
1525311967375654912,0,
1521453669191151616,0,
1524029814923046912,0,
1525728026990120960,0,
1524300073483522049,0,
1522158680011317251,0,
1518831432579227649,0,
1524719543070777345,0,
1516377274559385606,1,2
1520481445504241664,0,
1520589799362498560,0,
1520686449372278784,0,
1525306236173950976,0,
1522154348511662080,0,
1525423148187123712,0,
1526555250295193604,0,
1522138936998785026,0,
1524689350143143936,0,
1521298672197443585,0,
1523306764984143872,0,
1524017455928348674,1,2
1523252462089797632,1,1
1523627295289659392,0,
1526498564306014208,0,
1523875630076788736,0,
1516382282948673537,0,
1524051609595957248,0,
1526888200232652800,0,
1526173896742821890,0,
1524951268946477056,1,3
1526489159770071040,0,
1525369995106328577,0,
1523260736318758914,0,
1525834654871261184,0,
1520644850739150848,0,
1526952119135514626,0,
1524753147285045248,0,
1521851683990478850,0,
1524375459785416704,0,
1518580774773084161,0,
1525327216334106624,0,
1519210535174406144,0,
1525327821069234176,0,
1518844231779241984,0,
1524364019037257728,0,
1522166677789900800,0,
1526046423116316673,0,
1524753437858185217,0,
1521712738527248386,0,
1520793362600984577,0,
1522209867804643330,0,
1526552087827345408,0,
1524059870198398976,0,
1522778629041983488,0,
1520621615511486465,0,
1522188131415453696,0,
1520803919667945473,0,
1523674936291721216,0,
1523267764772737025,0,
1524927121679740928,0,
1518548060540125184,0,
1524566441697026048,0,
1523862254172905472,0,
1522171256216637440,0,
1523258246387027968,0,
1526148878533541888,0,
1525396981933555713,0,
1526149481196306432,0,
1525267514887766016,0,
1521702598419488768,0,
1523344853152661504,0,
1525324465315643392,0,
1526055533878603777,0,
1526566281478283264,0,
1524986046470971392,0,
1521100761798971392,0,
1523568497330073600,0,
1524211252486021122,1,2
1523965168090107904,0,
1518485842070700032,0,
1522161206349680642,0,
1519672717460459520,0,
1521134100161216512,0,
1518900215474012160,0,
1522203442550550528,0,
1523603235793084416,1,2
1524961207962472453,0,
1522599995093921794,0,
1523177447331565573,0,
1524411466119581696,0,
1519304443702956032,0,
1525757456294420480,0,
1.52E+18,0,
1522041180703576064,0,
1524979814700314624,0,
1525448484417323008,0,
1525794971345121280,0,
1525462876730712064,0,
1524962344798892032,0,
1521076870271279104,0,
1522212627862417408,0,
1521803768916234241,0,
1524045342253383681,0,
1518590029702270977,0,
1518543137257320449,0,
1526569796380200960,0,
1525152444228898816,0,
1518990666746847235,0,
1520597486494425088,0,
1524955251412938752,0,
1521508554603380736,0,
1521480953541308416,0,
1524416621447565312,1,1
1526575559819821056,0,
1526937189942460418,0,
1523213809699016704,0,
1521057377071484928,0,
1523296905681276928,0,
1523160387201691649,0,
1521039512377339904,0,
1518979422489313280,0,
1525761260150661122,0,
1520434851807363072,0,
1525852639862333441,0,
1519205598444736513,0,
1524978156305715201,0,
1520601806640128000,0,
1522907784211222533,0,
1522811298178007040,0,
1524951442645479425,0,
1520653421497708545,0,
1518467193389920256,0,
1518504678165819392,0,
1520355473098420224,0,
1520533405569622018,0,
1525483700162789376,0,
1522611125308858373,0,
1524359777442471936,0,
1525670743085879298,0,
1524073272677367809,0,
1526080079175946240,0,
1525292678770212864,0,
1525875246821441537,0,
1520365926327406592,0,
1524395775496699905,0,
1518585439640338433,0,
1526014444521738241,0,
1520986091842678785,0,
1518829988417798144,1,1
1526572764252864513,0,
1523213794960613376,0,
1523711518277308422,1,3
1524611996519264256,0,
1526613067815084033,0,
1522831755954487296,0,
1522546792520376321,0,
1525277884000403456,0,
1520566812978839553,0,
1524926365505531904,0,
1524978364414853121,0,
1525433019997204481,0,
1521413372402896896,0,
1520783744927293440,0,
1524208157890916354,0,
1525735674619777024,0,
1526791387144142848,0,
1524970890567352322,0,
1518843610631921666,0,
1522651411233746950,0,
1526092209355116545,0,
1521095280279506944,0,
1525813360625090560,0,
1526148410075934720,0,
1524738353765097473,0,
1524947074885615617,0,
1521543189148180484,0,
1526810707131793408,0,
1525846345679966208,1,2
1523577660206686208,0,
1521506733424001025,0,
1521535755553673216,0,
1519308736937873408,0,
1523274730383429633,0,
1526941599376166913,0,
1526585566183444481,0,
1519044483610034177,1,1
1516662672141467649,0,
1526555406906056708,1,1
1526212720764235776,0,
1526521143049568257,0,
1518785656805224448,0,
1522780814236393472,0,
1518909965033181184,0,
1518104163804401664,0,
1525850647379161088,0,
1519630140082294784,0,
1524647822070407168,0,
1523237497983029248,0,
1520680890891792384,0,
1520934106175262720,0,
1525674053117558784,0,
1523904901851529216,0,
1520551987183775745,0,
1526977758848589825,0,
1519230494835372033,0,
1517864738528858113,0,
1525854888932122625,0,
1519238391971598336,0,
1524193617018966016,1,1
1524352144719048713,0,
1519173382654558212,0,
1526180516877172736,0,
1523651578686996480,0,
1524005342878724096,0,
1525326059327041538,0,
1526859892564168704,0,
1521089373449891840,0,
1525823175283642368,0,
1521051279878881282,0,
1522695575178813440,0,
1522778264984784897,0,
1523622110505054209,0,
1520654253291085825,0,
1526095065340203008,0,
1523297262612279297,0,
1525826249071140864,0,
1518860491560472576,0,
1524038900792324096,0,
1518813492090122240,0,
1524394355712491520,0,
1522414164399910913,0,
1518869626200989696,0,
1521894925159309312,0,
1526587552358346752,0,
1526916130874732544,0,
1525840657394372610,0,
1525339172487462912,0,
1526814116584706048,0,
1523197817925169158,0,
1525071972043923459,0,
1525435315812347905,0,
1521452995296120832,0,
1522734269873127424,1,1
1526585231226060800,0,
1526936588386652161,0,
1520648818442006528,1,1
1523991237979967494,0,
1522777997362663424,0,
1526831246227439617,0,
1520596662808285184,0,
1522886571346644993,0,
1518873808798629888,0,
1519349193521135616,0,
1517385348048818176,0,
1523136427319382017,0,
1522239901994999809,0,
1522474109325946880,0,
1525147937717702656,0,
1526580452491857921,0,
1524963480792510464,0,
1525882458864070656,0,
1526780441285382144,0,
1522557983468953600,0,
1524960405470056448,0,
1525359164297560064,0,
1526489849523576835,0,
1521151648143347712,0,
1523674689297879042,0,
1523323449170563072,1,1
1525828122028953600,0,
1524557598569406464,0,
1518596279525208064,0,
1521374544346374144,0,
1522809139545931776,0,
1526468044125483010,0,
1522827898226606081,0,
1525867729403924480,0,
1518411203009081344,0,
1525725073629380609,0,
1522214695524237316,1,1
1525419632110481410,0,
1525880176155840512,0,
1523653729375105026,0,
1524229338148728832,0,
1526906519756820480,0,
1521213100992741379,0,
1524724374166589442,0,
1520592926060941312,0,
1523261079555436544,0,
1526892426740510720,0,
1524323723729424386,0,
1526895548044746752,0,
1523971733329301504,0,
1518956389229494272,0,
1519315814826262528,0,
1523577650719064065,0,
1520361690117730305,0,
1521837174601433089,0,
1525429647173128192,0,
1525149197803982848,0,
1525854435397750788,0,
1520909163186069504,0,
1523690468579901441,0,
1526557189045125120,0,
1518537579263819776,0,
1525429107307200512,0,
1522807032428269568,0,
1516603244788609028,0,
1526188140800929792,0,
1523683641783894017,0,
1518617293999456256,0,
1525291324119089153,0,
1520457355908972544,0,
1526471754717499392,0,
1524694906404749312,0,
1526570496015314945,0,
1524012284062089216,0,
1522039141126795264,0,
1521029554072014848,0,
1524380397492064258,0,
1526764874583638016,0,
1521681162413948928,0,
1520759757069758465,0,
1525461868701265925,0,
1523136808204210178,0,
1523895615864045568,0,
1525888050802610176,0,
1518535563804291073,0,
1522839836834799616,0,
1526206646992642048,0,
1524737729128726529,0,
1518554767982686208,0,
1525454220027043840,0,
1522780765633003521,0,
1518914241155448832,0,
1526838093944332289,0,
1523866006153986048,0,
1524417623076720640,0,
1525413763113156608,0,
1519270963049005056,0,
1526202634889482241,0,
1524018942636871686,0,
1521019361917431809,0,
1526111151360471040,0,
1525316655814823936,0,
1524238350990942209,0,
1522469232511840256,0,
1525196644328914944,0,
1518558685517475841,0,
1524029094920593415,0,
1523972016029970432,0,
1522613330414039045,0,
1524046366342885377,0,
1517275256402051073,0,
1518838902022635520,0,
1524726071786373120,0,
1526582201915408385,0,
1522655053030559746,0,
1520778529507524608,0,
1525447173282091013,0,
1523192488386719744,0,
1524977388303663104,0,
1520996945434914817,0,
1525305510064541697,0,
1518954090499551237,0,
1526552807943585792,0,
1524660588655169538,0,
1525300174641582081,0,
1522762218370400256,0,
1518523291467919361,0,
1518613314615808000,0,
1524787965624393734,0,
1524331051447123968,0,
1518544371171627008,0,
1521111840142786560,0,
1522149958295556096,0,
1525904845843992576,0,
1523315216980664322,0,
1525285968135086080,0,
1525783345149669376,0,
1522075888233644032,0,
1526490424537677824,0,
1525290644737904640,0,
1523249209146716162,0,
1522768147547553800,0,
1524000080088518658,0,
1521514768112226307,0,
1524208511617363969,0,
1521333627791224832,0,
1525328983641862144,1,1
1520340857614135296,0,
1525799139665072128,0,
1520273695842791426,0,
1522608901677776896,0,
1520804310560374784,0,
1523889808027705344,0,
1523517797137252353,0,
1521077358337220608,0,
1525151278174707712,0,
1526547080352657410,0,
1523620535036702720,0,
1526214798891188224,0,
1525492828461481984,0,
1521427323261702144,0,
1523184716429824000,1,2
1521460442693988352,0,
1524362414967635969,0,
1521643025574727682,0,
1525111195849887745,1,1
1524780395270635520,0,
1521455400851189760,0,
1525897432957165572,0,
1526262655794954242,1,2
1522166469198761986,0,
1524780516616323072,0,
1526400834128424962,0,
1522515584885616642,0,
1521128765723611137,0,
1524416474517065730,0,
1521101582619881473,0,
1521109175467593728,0,
1520603606059208705,1,2
1526548622896435200,0,
1526884425232814081,1,1
1518615161078095872,0,
1518595453100699648,0,
1522196596532068353,0,
1526081155358830592,0,
1525291754349420549,0,
1526494964041269248,0,
1522432128583143425,1,1
1525687517554483206,0,
1518584417484038145,0,
1520441847868534788,0,
1520422272389230592,0,
1522740803780882437,0,
1523630919370035201,0,
1526868325493788672,0,
1523488840157392896,0,
1524049112353886208,0,
1525841407360921602,0,
1520308203933691904,0,
1524942081084768256,0,
1520352905563238400,0,
1519301625651003394,0,
1522804434941620224,1,3
1525358565103665152,0,
1526177441634725893,0,
1525856985693884416,0,
1526154330638008320,0,
1524724253433552896,0,
1525407265012207616,0,
1525421238729863168,1,1
1525803605336498178,0,
1521845690099732481,0,
1520398262913880064,1,1
1524019314625499141,1,2
1525809546081492993,0,
1523905991288700929,0,
1522917147453759489,1,2
1524569719139090433,0,
1526229432226414592,0,
1522400667146797057,0,
1520328025816330240,0,
1526184221743935488,0,
1523186573424009218,1,2
1523644616892813314,0,
1524735773508988929,0,
1522942731441827840,1,3
1523319925162782720,0,
1521057639844618241,0,
1518645098979991552,0,
1522142069560512513,0,
1526601907770339328,0,
1524019187001479171,0,
1522732163061325825,0,
1523644986322866176,1,3
1525851073826545664,1,2
1523291716341895168,1,1
1525850524880609280,0,
1522997609522397185,0,
1518611943573307393,0,
1525824232281997313,0,
1517176324779036675,0,
1525861489877594112,1,1
1525435281448480768,0,
1526509002447695873,0,
1525500014088572928,0,
1523667719673233409,0,
1523618043573989376,0,
1522959833586364416,0,
1520689166572736512,1,1
1520287511851200513,0,
1526573867547799552,0,
1520666394647478277,0,
1520605711054811136,0,
1524966196072054784,0,
1519315522399387648,0,
1520414404587646976,0,
1520382186163253249,0,
1525124448755806208,1,2
1521854241538682881,0,
1521147912398712832,0,
1524296345322160128,0,
1521080849273614337,0,
1519219910362419200,0,
1526412395249377280,0,
1522217824709578753,0,
1519238891571933186,0,
1526794493143314433,0,
1525668818483290114,0,
1522861613396930561,0,
1522207396415696897,0,
1526562028030406656,0,
1526164755953614849,0,
1526469125098606592,1,1
1521135192030978048,0,
1518073985497387010,0,
1524223861579218944,1,3
1523637739974914049,0,
1526107162052812800,1,2
1525364863240794112,0,
1524946130907594752,0,
1526567722280435712,0,
1522909888564793344,0,
1518587881727864832,0,
1522958471292874752,0,
1522171800079065094,0,
1526759580344193025,0,
1526140147015852037,0,
1526083611060948992,0,
1525443601290903552,0,
1520406677874679808,1,2
1525504544863657986,0,
1526834386510876672,0,
1523990662815043584,1,1
1518479276097814528,0,
1523415049510875136,1,2
1522640743537717248,0,
1523625923207376897,0,
1525053100952014849,1,3
1526442384094924800,0,
1522884267780444160,0,
1521287943771488258,0,
1518575493280256002,0,
1525122457031835648,0,
1522774059309707264,0,
1525450032379736064,0,
1520616991991603200,0,
1519162327001575424,0,
1524216187655274496,0,
1526448256557150208,0,
1522589972230197250,0,
1523129112130326528,0,
1525993880063123456,0,
1522967466585911297,1,3
1522804401001607168,0,
1523685435951644674,0,
1520779872963989504,0,
1523138056085114880,0,
1524654534362288128,0,
1521030388591648768,1,2
1521816015168245761,0,
1525807915734827008,0,
1525391708711706625,0,
1525352014548504576,0,
1525031594670850048,0,
1522183543392444416,0,
1518538431558676480,0,
1525325073678503936,0,
1526860174795091968,0,
1525384371112321024,0,
1526950566634475520,0,
1525345943935016962,0,
1525854542579253248,0,
1520935277904101376,0,
1524061741511942144,0,
1524044543896985601,0,
1524414586539360256,0,
1523292628733038592,0,
1523124549973291011,0,
1526539644262916096,0,
